Column1;Column2
sangat sulit ditemukan yang bersembunyi.;se?peng se? nge?rrem
mengenakan rok yang sepa;aerrogha?n se? seppan
tempat ini sangat sunyi;kennengngan re?ya ce?' seppe?na
orang tuanya sudah meninggal dunia;ore?ng seppona ampon adhinggha?l omor
ranjangnya belum dialaskan dengan sprei.;ranjangnga ghi' ta' e?berri' seppre?i
tanaman yang kering itu cepat disiram supaya tidak menjadi mati;tameman se? kerre?ng rowa dhuli se?ram sopaja? ta' dha?ddhi mate?
setiap pagi ibu menyiram bunga.;sabbha?n lagghu e?bu' nye?ram kembha?ng
ayah sedang mandi.;rama ghi' teppa'na ase?ram
daun sirih yang tulang daunnya saling bertemu di tengah.;se?re? temmo ora'
diseret ke pinggir.;e?se?re?t ka pe?ngghir
menghilangkan luka di hati.;mase?ma loka e? ate?
kalau sedang makan jangan berbicara nanti bisa terselak.;mon teppa'na ngakan jha?' aca-caca ?a?gghi' tasema'
menyerut kulit jagung untuk dibuang bulunya sebelum dijadkan klobot.;nyerrot kole?'na jha?ghung
lupa akan janjinya.;se?se?p ka jha?njhina
jangan memakai baju yang sesak-sesak tidak longgar.;jha?' ngangghuy kalambhi se? sek-seksek
di pecinan penuh dan sesak dengan kendaraa;e? pace?nan possa' ba?n sessek bi' kendaraan
menyetel lagu di tape recorder;nyette?l laghu neng ettip
yang ke satu;se? kape?ng se?ttong
dihitung satu demi satu;e?bitong gha?n se?ttong
tidak ada satupun yang bisa membantu.;ta?a?' se?ttongnga se? bisa abha?nto
murid yang nakal dihukum berdiri di depan papan tulis.;more?d se? tambeng e?settrap manjheng e?a?a?'na papan tole?s
bau wangi bersabar kemana-mana.;ba?u ro'om aslambherra?n
angin sepoi-sepoi terasa masuk perlahan-lahan ke tubuh.;ange?n ngalesser nylessep ka bha?d.ha?n
saya dengan teman saya hendak memancing ke tengah laut;se?ngko' so tang kanca mance?ngnga ka tengnga tase?'
pergi dengan siapa?;e?ntar so sapa?
pulang bersama ayah;mole? so rama
kamu tidak ingat dengan aku?.;ba?'na lo' e?nga' so se?ngko'?
oleh saya akan diberikan uang;so se?ngko' e?berri'a? pe?sse?
oleh saya akan diberikan kepada adikmu.;so se?ngko' e?ba?ghia? ka ale?'na ba?'na
asal bekerja saja.;so' alako bha?i
semakin lama semakin nakal;so'e? abit so'e? nakal
semakin lama semakin kaya.;so'e? abit so'e? soghi
kena tusuk duri.;kenne?ng soddhu' guri
membeli sate empat puluh tusuk.;melle? sate? pa' polo soijhin
bersujud kepada yang Kuasa.;asojud ?a?' se? koba?sa
menyulam taplak meja.;nyolam tapplaggha? me?ja?
gigi anak itu tumbuh gingsul.;ghighi ana' rowa tombu sole?
berpenghasilan besar namun besar pula pengeluarannya.;sombher raja sombherra?, raja pacarre?nna 
yang paling sombong.;se? pale?ng sombong
biasanya sumur yang sudah tidak terawat, airnya berbau tidak sedap;biyasana somor se? ella ta' karaba?t, ae?ngnga ba?nger
seseorang yang mencari-cari sesuatu tapi justeru diminta untuk membantu.;somor ajha?la?n e?te?mba? 
disumpal dengan kain;e?sompet bi' rambing
menyumbat telinga karena adiknya berteriak-teriak keras sekali.;nyompet kope?ng amargha? ale?' na are?ng-cerre?ng ce?' kaja?na
matahari menyinari bumi;mataare? nyonare? bhume?
puasa sunnah hari senin kamis;powasa sonnat are? senne?n kemme?s
anak-anak kecil tidak lupa memakai songkok bila pergi ke surau.;na'-kana' ke?ne?' ta' loppa asongko'an mon e?ntar ka langgha?r
orang yang sudah tua itu sangat pe?marah sekali.;ore?ng se? la towa rowa ce?' songongnga
menyuruk ke dalam kolong ranjang;nyono' ka bhruma
membakar dupa untuk orang mati.;nyonson ka ore?ng mate?
Madura bagaikan perawan suci.;Madhura? paraba?n sonte?
bajunya segera dijemur supaya kering mumpung tidak mendung;kalambhina dhuli jhemmor sopaja? kerre?ng mompong ghi' ta' on?em
cepat pulang supaya tidak dimarahi orang tuanya.;dhuli mole sopaja? ta' e?ghighiri ore?ng towana
besok pagi-pagi sekali saya akan pergi ke Surabaya.;lagghu' ghu-lagghu se?ngko' e?ntarra ka Sorbha?ja?
bagaimana kamu tidak tahu;soro' ba?'na ta' tao
bagaimana kamu belum mendengar.;soro' ba?' na ghi' ta' nge??ing
meyisir rambut anaknya yang bungsu.;nyoroy obu' ana'na se? bungso
kakiku terkena sosoran angsa.;tang soko e?kenne?ng sosor bha?nyak
pakaian sutra tidak pantas dipakai oleh seorang petani;sottra nyangsang ka pagha?r 
barang bagus yang dikenakan oleh orang yang tidak tahu cara untuk memakainya.;sottra e?pakae?' ka carang 
mempersembahkan suara nyanyian yang enak dan menyejukkan hati untuk didengar.;ma?kta sowara rareppe?n se? aghur tor marem pe?rengnganna
meniup api lilin;nyre?po apoyya lilin
tidak mempan dinasehati;ta' kenne?ng ba?la?i
tidak bisa dicegah;ta' kenne?ng pellang
tidak tertawa tapi menyeringai;ta' aghella?' tape? nyere?nge?
tidak punya uang;ta' angi' pe?sse?
hujannya tidak deras;ojha?nna ta' dherres
tidak ingat lagi;ta' e?nga' pole?
tidak enak badan;ta' nyaman aba?'
tidak usah meny es al;ta' osa kasta
tidak kunjung diberi;ta' kaQhik e?berri'
tidak sama kecilnya;ta' pa?a? ke?ne?'na
tidak terlalu masak;ta' pate? massa'
dikatakan kepada orang yang sangat kikir;ta' kenne?ng pe?ntae? buja?na 
pembicaraan yang kacau balau;ta' e?temmo konco' bhungkana 
tidak tahu kemana datang dan perginya orang itu;ta' e?temmo sangkan paranna pejha?la?nna 
dikatakan kepada orang yang sangat miskin;ta' tao aba?li' cobiggha? 
buah nangka yang jatuh dari pohonnya itu berbunyi menggedebuk, saking besarnya.;nangka se? gha?ggha?r ?a?ri bhungkana rowa amonye? tabbhugha?n sake?ng ?a?ri raja?na
tadi ada tabrakan dijalan raya, dua orang meninggal, kepalanya terlindas truk.;ghella?' ba??a? tabbra'an e? jha?la?n raja?, ?uwa?' ore?ng se? mate?, ce?taggha? taghentes truk
perut bulat besar dan malas bekerja.;tabu' mellak momas se? aghulia? 
paku berkarat itu menancap ke kakinya;pako nayye?n ja?re?ya naccek ka sokona
menadah air hujan di pancura;na?a? ae?ng ojha?n e? pancoran
rugi tinggal rugi, tidak akan kembali lagi seperti sedia kala;ta?a?' bherra?s nompa mole sekabit 
dikatakan kepada orang yang tidak tahu berterima kasih dan tidak pemah peduli akan kewajibannya;ta?a?'  bhuntel mose?na 
tidak pantas seseorang memperlakukan sanak keluarganya dengan perbuatan yang jelek atau dengan kedengkian;ta?a?' macan ngakan bu?u'na 
tidak ada hubungan darah sama sekali.;ta?a?'  u-ba?una sana'  
dipukul sampai membiru;e?tokol tagher beddheng
tidak akan pulang sampai hingga malam.;ta' mole?a mon ta' tagher malem
dikatakan kepada orang yang pandai dan berbakat tanpa berguru karena memang pembawaan sejak lahir;tajhem ta' agha?ngse? 
berani hanya kalau tidak ada orangnya;tako' ka tajhemma ba?ngal ka ton?ingnga 
membeli bubur dengan wadah takir.;melle? tajhin e?ba??ha?i take?r
jangan suka membuat terkejut orang yang penakut.;jha?' jha?t-matakerjha?dha?n ore?ng se? tako'an
saya sangat takut berdiam diri disini;se?ngko' ce?' tako'na aenneng kadhibi'a?n e? kanna'
kakak perempuanku sangat telaten dalam merawat ibu yang sakit.;tang embhuk ce?' talate?nna ngaraba?t e?bhu se? songkan
tersiarnya kabar dari mulut ke mulut sangat cepat.;sajha?ng-lanjha?ngnga tale? ghi' lanjha?ngan colo' 
makin cantik saja.;atamba? raddhin bha?i
hari Minggu saya akan memancing kepiting ditambak milik Pak Abdullah.;are? me?nggu se?ngko' me?ntorra pe?te?ng e? tambha?'na pa' Dulla
perbuatan baik dibalas dengan kejahata;nambu' kembha?ng e?ba?les acan 
ayah bertamu ke rumah tetangga;rama atamoy ?a?' bengkona tatanggha?
tapi jangan bersedih hati, jodoh dan mati sudah ada mengatur.;tape ta' osa atampa cangke?m, jhu?hu ba?n pate? ba??a? se? ngraksa
bilamalam tiba anjingnya melolong-lolong.;mon ella malem bhurussa? alo-tanalo
kakinya tertancap beling yang tajam.;sokona tetancep bhelling se? tajhem
berlari tidak begitu cepat;"aberka"" ta' pate? tan?es"
tidak ada yang bisa menandingi;ta?a?' se? bisa nan?hinge?
tidak bisa menyusun kalimat dengan benar.;tan?huggha? bha?sana ta' ro-karowan 
bermain dan berlari-lari di halaman rumah.;amae?n ba?n ka'-berka'an e? tane?yan
maaf saya tidak melihat anda.;saporana kaula? ta' nangale? sampe?yan
menunggu sagat lama.;a?a?nte?' ce?' tange?na
dikatakan kepada seorang perempuan yang segera akan kawin lagi setelah lama menjanda.;nange?s ka ba?ba?na dha?lima 
jangan tanggung-tanggung, jika berani datangi ke rumahnya;jha?' ghung-tanghung, mon ba?ngal se?ntare? ka romana
ditanggung tidak akan berani.;e?tangghung ta' ke?ra ba?ngal
belum bangun tidur;ghi' lo' tangnge?
saya berani menantang kamu, kapan saja dan dimanapu;se?ngko' ba?ngal nangtang ba?'na bila?a? bha?i, ba?n e?kammaa bha?i
meminta untuk bertanya kepada orang lain;nyo' on petanya
tiga tahun yang lalu;tello taon se? tapongkor
orang itu kaya, tapi sangat kikir;ore?ng rowa soghi, tape? ce?' cerre?'na
rumah ini kecil tapi sangat elok bila dilihat.;roma are?ya ke?ne?', tape? ce?' pemana mon e?aba?s
tidak mempunyai pegangan atau sumber penghasila;ta' an?i' tape? bhla?kka 
selesai berlari saya sesak nafas;mare? aberka' se?ngko' tapeggha?
kena tempeleng pipinya;kenne?ng tapok pe?pe?na
dikatakan kepada orang yang hanya berani berbuat kejahatan dengan meminjam atau menggunakan bantuan orang lain;napok nge?njha?m tanang 
dikatakan kepada orang yang mengalami kesialan yang beruntun;e?tapok e?kala' o?hengnga 
suaminya mengamuk sambil membanting banting piring.;lake?na ngamok sambi por-nappor pe?re?ng
boros terhadap uang;tarapas ka pe?sse?
cinta itu buta, terlanjur erat tali ikatannya;tare?sna ne?ko buta, ka?ung serret sambhughella?
sesungguhnya cinta itu dibawa sampai mati;saongghuna tare?sna ne?ka e?ke?ba? mate?
mempersembahkan cinta dengan seribu senyuman;nyaos tare?sna sae?bu pe?sem
jika memang cinta mari dengan kesungguhan, jangan sampai aku terkenang-kenang;mon tare?sna tore? hi' ongghu, jha?' kangse? bula? ngen-ba?ngennan
teringat akan cintanya;e?mot ka tare?snana
oh teganya meninggalkan hati yang terpesona akan cinta.;?u te?gha?na ninggha?llaghi ate? se? kape?ncot tare?sna
orang yang baru pindah itu sangat akur dengan tetangganya.;ore?ng se? ghi' bhuru ngalle? rowa ce?' akorra bi' tetanggha?na
kalau duduk yang bagus, jangan merentang.;mon toju' pateppa',jha?'?ang-na??ang
baru saja menginjak tanah;ghi' bhuru ne?ddha?' tana
telur yang dierami sudah menetas;tellor se? e?e?rremme? la te??ha?s
bisul besar yang ada dipantatnya telah pecah.;budhun se? ba??a? e?buri'na la te??ha?s
masih sedang tidur;ghi' teppa'na te??ung
setelah minum es, badan terasa segar.;mare? nge?nom e?s, bha?dha?n arassa tegghes
burung emprit terbang sangat tinggi.;mano' keddhi' ngabbher ce?' te?gghina
menonton kerapan sapi;negghu kerrabha?n sape?
jika menarik pasti banyak ditonton orang.;mon le?bur paste? ba?nnya' e?te?gghu ore?ng
dikatakan kepada orang yang sangat pemberani menghadapi segala, tantangan hidup.;negghu' bunro'na macan 
mengambil beras dengan sebanyak-banyaknya.;ngala' bherra?s e?kem-tekke?m
dikatakan kepada orang yang selalu berada dirumahnya;te?kos lebbhu ka rongkangnga 
diibaratkan kepada dua orang sahabat yang bertengkar;te?kos e?jha?i' buri'na 
kepalanya teleng ke kiri.;ce?ta?aggha? te?le?ng ka kace?r
kemarin saya datang terlambat.;ba?'a?ri' se?ngko' tellat ?a?teng
anak itu jika bicara suaranya sangat melengking.;kana' rowa mon acaca ce?' telle?na
tiga hari yang lalu;tello are? se? tapongkor
telur ayam kampung;tellor aja?m kampong
lebih baik mengambil yang besar dari pada yang kecil.;ango'an ngala' se? raja? e?te?mbba?ng se? ke?ne?'
selesai sembahyang ashar, teman-teman bermain bola di alun-alu;mare? abha?ja?ng ashar, ca-kanca pa?a? amae?n tembhung e? lon-alon
bahunya agak miring.;bha?una aba?k te?mbing
dikatakan kepada orang yang tidak tahu akibat dari perbuatannya.;ta' tao temma 
tahu-tahu berada disini;mo-temmona ba?da? e?dinna'
tahu-tahu diambil semuanya.;temmona e?kala' kakabbhi
dikatakan kepada orang kecil yang mengharapkan bantuan atau pertolongan orang yang berkuasa atau punya kedudukan;te?mon nantang lalap 
tidak sebanding, biasa dikatakan dalam perjodohan yang tidak sebanding derajat kehidupan dan martabatnya, si miskin berjodoh dengan si kaya.;te?mon moso dhurin 
maunya mendapatkan sesuatu yang besar, namun akhirnya tidak mendapatkan apa-apa.;ka ba?ra?' ta' ja?po' , ka te?mor ta' ja?po' 
makan berlauk tempe.;ngakan ajhuko' te?mpe?
ombak memutih kelihatan dari darata;omba?' ngapote?, katon ?a?ri te?nggha?ngan
menonton kerapan sapi;nengghu kerrabha?n sape?
berjalan tiga langkah.;ajha?la?n tello te?ngkat
setengah dua belas;satengnga ?u bella?s
retak hampir akan pecah.;tennar para' bha?saa
burung kutilang berloncatan di ranting-ranting sambil berkicau sangat merdu.;mano' kojhu' ca'-lonca'an e? ca'-ranca' sambi ngoce? ce?' tenne?na
kertasnya sangat tipis;dha?luba?ngnga ce?' te?pe?ssa
menjiplak karya orang lai;neppa anghidha?nna ore?ng lae?n
sedang bekerja disusul kakak.;teppa'na alako e?sosol kaka'
menembak burung kena sayapnya.;ne?mba' mano' teppa' ka ba?ngba?ngnga
anaknya telah lahir.;ana'na la terbi'
kemarahannya mulai mereda;apoyya molae? te?rep 
tanamannya diinjak-injak babi hutan;tamenanna e?rak-terrak ce?le?ng
bila hujan telah reda kamu cepat pulang.;mon ojha?nna la terrang ba?'na dhuli mole?
dikarenakan sakit parah, lalu diberi obat terus-terusa;polana sake?' sara pas e?terter hi' obha?t
tidak bisa diperintah.;ta' kenne?ng e?te?ta
aku ini memang jago;te?ya re?ya lakar ja?gu
saya ini aku ini hanya memperingatka;ate?yana re?ya coma nge?nga'aghi
makan dengan dipuas-puaskan;se? ngakan e?buk-patobuk.
makan soto jika hanya satu mangkuk terasa kurang;ngakan soto mon satobung arassa korang
dikatakan kepada orang yang tidak tahu diri.;ta' to?us ka ja?ng-ba?ja?ngnga dhibi' 
sejak pagi sudah berada di sawah, berjaga-jaga bersama kawan-kawan, mangawasi hasil tani.;salagghu neng e? saba?, ghutoghu so ca-kanca, aja?ga? ase?l tane?
kenapa tidak seperti biasanya kamu tidak menyapa, barangkali aku punya salah terhadapmu.;arapa ma' nojjhune? ta' nyapa, la-pola se?ngko' an?i' sala
belum mantap pikirannya.;ghi' ta' toju' pe?kke?rra 
memalu paku ke kayu.;nokol pako ?a?' kaju
menoleh ke belakang;atole? ka bu?i
tidak menoleh sedikitpun;ta' atole? samasakale?
menoleh ke kiri.;atole? ka kace?r
orang itu pernah dihukum karena mencuri ayam;ore?ng rowa toman e?okom amargha? nge?co' aja?m
tanteku pernah terjatuh di dekat jalan perempatan;tang bhibbhi' toman labu e?seddhi'na jha?la?n parempadha?n
tidak sekalipun saya pernah dikibuli orang.;ta' man-toman se?ngko' e?co-koco ore?ng
jangan diberi lagi agar tidak keenaka;jha?' berri' pole? ma' le? ta' katomanan
dikatakan kepada orang yang bertengkar dengan orang yang masih ada hubungan keluarga;tombha?k osong te?npate?n 
meletakkan barang dengan cara ditaruh di atas sesuatu.;nyaba?' bha?ra?ng kalaba?n cara e?tompang
tidak mau menanggung kawajibannya;ta' en?a?' katompangan 
dikatakan kepada orang yang mudah tersinggung dan tidak kebal kritik;ta' kenne?ng ketompangan oca' 
tidak sedikitpun menanggung kewajban atau tugas;ta' ketompangan jha?rum potongnga 
sesuatu yang sudah terlupaka;la ketompangan ba?let 
menumpuk-numpuk barang yang tidak berguna;po'nompo' bha?ra?ng ta' aghuna
pisaunya tumpul, segera diasah supaya bisa dipakai untuk mengiris bawang.;to?i'na tompol, dhuli gha?ngse? ma'le? bisa e?angghuy nye?rse?r bha?ba?ng
meskipun mengalami kerugian tidak menjadi masalah, yang terpenting bisa bertemu dengan sanak keluarga.;tona sata', bha??e? sana' 
menyapu halaman sambil menunduk-nunduk;nyapo tane?yan sambi ?u'-non?u'
jika dimarahi gurunya lalu menunduk tidak berani menatap;mon e?ghighiri ghuruna lajhu pas non?u' ta' ba?ngal ajhelling
bekerja dengan giat tanpa banyak bicara.;?u'-non?u' me?nta tampar 
membicarakan kejelekan orang lain, padahal orang yang dibicarakan berada didekatnya.;tonggha?' kae?langan ?a?unna 
ayam itu bertengger diatas pagar;aja?m rowa ko'-nongko' e?attassa? pagha?r
orang ini jika dibiarkan semakin bersikap kurang ajar.;ore?ng re?ya mon e?penneng saja?n ko'-nongko'
tadi malam rumahnya tukang becak terbakar.;malemma roma tokang be?ca' ketonon
makan soto dengan ketupat, tidak mau dengan nasi;ngakan soto ngangghuy topa', ta' enga?' ngangghuy nase?'
dikatakan kepada orang yang terperangah karena merasa terlambat segala usahanya atau tindakannya;mara tope?ng kase?yangan 
laki dan perempua;lake?' tor bine?'
tidak mengikuti perintah;lo' atoro' pare?nta
mengikuti kemanapun kaki melangkah;noro' sapalajhuna soko
tidak mau patuh;ta' ghellem atoro' oca'
menurutkan sekehendak hatinya;noro' karebbha? dhibi'
ikut semuanya tanpa terkecuali;noro' bi' koto tomana 
jika hawa nafsu dituruti, akhirnya bisa mencelakakan diri sendiri, seharusnya melakukan apa saja harus hati-hati.;noro' ate? mate?, noro' mata buta 
silsilah raja Bangkalan;ron-tomoronna rato Bha?ngkalan
biarkan supaya jatuh.;torot ma'le? labu
ayamnya sudah tidak liar;aja?mma ella notot
burung ini jinak sekali.;mana' re?ya ce?' notoddha?
duriannya cepat dipetik karena sudah banyak yang masak;dhurinna dhuli polong polana la ba?nnya' se? massa'
orang yang pulang ke tanah kelahirannya.;trata ocol ka alas 
sudah jangan ramai-ramai;uwis jha?' me?-ramme?
sangat enak makan puding bercampur vla.;ce?' nyamanna ngakan po?e?ng e?campor vla
wah! kok pulang?;wa! me?' mole?
wah! kok dijatuhkan?;wa! me?' e?pagha?ggha?r?
jika mengaku orang Islam, wajib melaksanakan shalat yang lima waktu.;mon ngako ore?ng E?slam, wa?jib ngalampaaghi sholat se? le?mang ba?kto
ya saya segera akan pulang;ya? se?ngko' pas mole?a
 ayah menulis surat ;eppa' nole?s sorat 
 anak-anak yang telah datang? ;Na'-kana' se? la da?teng 
 Saya membayar orang yang bekerja di sini ;'Se?ngko’ ma?ja?ri ore?ng se? alako diya 
  Membeli nasi goreng di warung  ;"Melle? nase' ghuring é barung "" "
  Bekerja di kapal yang besar ;Alako e? kapal se? raja? 
 Gunung dan sungai di pulau Madura?;Ghunong ba?n songay e? polo Madura 
 keluarga saya yang banyak sekali;tang bha?la? se? banyanya' parana 
 enam orang di dalam rumah ;nem ore?ng e? dalam bengko 
 lima lembar kain ;lema lembar kae?n 
 telur sepuluh butir;telor sapolo megghi' 
 air panas dan dingin ;ae?ng panas ba?n cellep 
 air panas yang keluar dari dalam tanah ;ae?ng panas se? kalowar da?ri dala?m tana 
  garam dari Madura yang dibuat di Kalianget ;buja? dari Madura se? ekagha?ba?y neng e? Kalianget 
keluarganya saya yang banyak?;Bha?la?na se?ngko’ se? ba?nnya’ 
 Keluarganya Ali yang banyak sekali;Bha?la?na Ali ba?nnya’ parana 
   Siapa yang mengambil pensil itu?;Sapa se? ngala' po'lot reya? 
  Siapa yang dapat memetik mangga itu??;Sapa se? bisa molong pao arowa 
Orang itu mencari siapa di situ? ;ore?ng rowa nyare? sapa e? dissa' ? 
  Guru itu memukul siapa kemarin? ;"Ghuru rowa mokol sapa ba?'a?ri'? "" "
  Menjadi apa ayahmu sekarang;Da?ddhi apa eppa'na ba?'na Sateya? 
 Apa saja yang hilang? ;Apa bha?i se? e?lang 
 Apa yang dimakan kucing itu??;Apa se? e?kakan koce?ng rowa? 
Akan dibelikan apa oleh ayahmu??;e melle?yagiya? apa ban eppa'na ba?'na? 
Naik apa kamu ke Pabian??;Nompa' apa ba?'na ka Pabia?n? 
 Mengirim apa kamu kemarin ke Saleh?;Nge?re?m apa ba?'na ba?'a?ri' ke Saleh? 
 Apa boleh saya pergi ke sini? ;Apa olle? se?ngko' e?ntar da' enja? 
Apa sudah lama kamu ada di sini?;Apa la abit ba?’na ba?da? neg e? diya? 
